step,track,model,dataset,Memory in Mb,Time in s,using_fallback,MAE,RMSE,R2,error
385.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,6.917833000000002,False,13.584637980009575,21.57981494797617,0.705126802916668,
396.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,7.388585000000002,False,13.695078214631858,21.540121182966555,0.726056348220589,
407.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,7.861710000000002,False,14.52006719797942,22.873894589160354,0.7128541150543812,
418.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,8.354231000000002,False,15.3367539414314,24.411972700317293,0.6929871470261082,
429.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,8.852357000000001,False,15.91408213082239,25.365978931803625,0.7054572617324747,
440.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,9.353298,False,16.06179944382773,25.396242588358437,0.7256437252387843,
451.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,9.87142,False,16.47011560754698,25.760173149524725,0.7297118439895771,
462.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,10.392988,False,17.560310636165884,27.860482108506478,0.7030496228131287,
473.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,10.917476,False,18.477333444292494,29.589983409848056,0.7042516900908737,
484.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,11.467695,False,18.685922988828302,29.71609960344475,0.7180611272869342,
495.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,12.020838000000001,False,19.11827856398765,30.224732119441324,0.7256210200239427,
506.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,12.576914000000002,False,20.013405169638744,31.681585609379496,0.7072908062675293,
517.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,13.150957000000002,False,20.811389792335024,32.85063776743741,0.703013738087292,
528.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,13.728510000000002,False,21.537502977760308,34.00169364974664,0.7139612819739363,
539.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,14.308256000000002,False,21.7013013812086,34.12453725035616,0.723778611443938,
550.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,14.900850000000002,False,22.863192929281222,35.95384529525735,0.7028187699641042,
561.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,15.496424000000001,False,23.600839034382286,36.900524805319144,0.7006500742331911,
572.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,16.095188,False,24.401091543752067,38.15022119310333,0.7040364182077268,
578.0,Regression,CapyMoa Adaptive Random Forest Regressor,ChickWeights,0.006918907165527344,16.700707,False,24.540169846953432,38.28195959024925,0.7092339081710377,
20.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.022551,False,0.5342611332621612,0.6928470659624097,-0.07152449077222456,
40.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.052211,False,1.0190657869391626,1.2235885416612924,0.4033393910269669,
60.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.089823,False,0.8199428796916377,1.054524361071086,0.3941443302482788,
80.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.136184,False,1.084640366089777,1.5615698960576805,-0.3383864506445944,
100.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.191476,False,1.1226294697286392,1.553337342618883,0.16891064479130924,
120.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.253631,False,1.1299757118864473,1.5540186061561108,0.2932809148095914,
140.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.323096,False,1.1712191151914664,1.6055282695329418,0.21881818706896516,
160.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.398567,False,1.2525739476334472,2.1266796185486814,-0.20856401840430427,
180.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.480108,False,1.1955458538282346,2.030179748137536,0.03308763190128139,
200.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.5684279999999999,False,1.298694744416135,2.1845721823427495,-0.12358515318669538,
220.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.6644479999999999,False,1.2535068566318068,2.1023373624473725,-0.12341759035028188,
240.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.7693809999999999,False,1.2313495527318647,2.0690718341805083,-0.09674798923446448,
260.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,0.8835309999999998,False,1.1802108416051824,1.9986833604604786,-0.03752308979774277,
280.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,1.0080419999999999,False,1.1589253450355643,1.9512821155185964,-0.03587831003902897,
300.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,1.141406,False,1.168231943710474,1.9723951131856667,-0.04074282982230826,
320.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,1.286036,False,1.1821403673607802,1.954975982112288,-0.07338756602648999,
340.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,1.441521,False,1.2087937297148283,1.9436472752873633,-0.12119294176040185,
360.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,1.606254,False,1.2604828475834384,1.9721525039272323,-0.16211322606243272,
380.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,1.779165,False,1.251115591774583,1.9398638554303402,-0.16257093593806404,
400.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,1.963378,False,1.249262231159582,1.9171706330235416,-0.16682912042692388,
420.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,2.161176,False,1.2587942473165306,1.918081973192098,-0.2060343822558579,
440.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,2.368716,False,1.268122912917599,1.9045545273954216,-0.16592972893332592,
460.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,2.604537,False,1.2922992475727868,1.9085955822513019,-0.10835699210187388,
480.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,2.864735,False,1.293302409748281,1.9029041873016932,-0.0752030017766896,
500.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,3.171356,False,1.3039751956495036,1.905205409937134,-0.054179426649179296,
520.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,3.617609,False,1.292413178098048,1.884334328843088,-0.03242287681293954,
540.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,4.072057,False,1.2902571150231954,1.8745055931082157,-0.017352334676529413,
560.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,4.54056,False,1.2812801282628583,1.8602149937296186,-0.025615597646201804,
580.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,5.019687,False,1.2915800665689,1.8697270416529514,-0.06162219549247783,
600.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,5.507284,False,1.2838900135114122,1.852910181246048,-0.03052956693415987,
620.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,6.005612,False,1.2957973049756164,1.8608191204015794,-0.02297407115313388,
640.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,6.513674,False,1.2875419597418647,1.8445627089122316,0.01409908296345419,
660.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,7.031681,False,1.28763292287618,1.835861556236557,0.030748900654057665,
680.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,7.5595799999999995,False,1.2760449549215807,1.8245371530471122,0.02767720769474047,
700.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,8.09653,False,1.2536352563148514,1.8017680240155372,0.02684542492888664,
720.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,8.641779,False,1.2614042367449967,1.8199513319682592,-0.014705484409897718,
740.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,9.194386999999999,False,1.260856655120688,1.8099276938045563,-0.0027134266181103595,
760.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,9.754641,False,1.264795979038622,1.8115706004893481,-0.015274975082582687,
780.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,10.322668,False,1.2749877902209532,1.8170612428476032,-0.02583341442768461,
800.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,10.898328,False,1.2655291701790503,1.8075559753575625,-0.02418224281301473,
820.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,11.481705,False,1.260688711175002,1.8009611558986585,-0.027781138076426126,
840.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,12.073758,False,1.2584446111451404,1.7952118097628993,-0.030598020962053107,
860.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,12.674305,False,1.2628202728239462,1.7934425172903166,-0.026618056382298638,
880.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,13.285691,False,1.2711642521339874,1.7989133681368272,-0.0275747178376744,
900.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,13.908131,False,1.2646457606076245,1.79157101924572,-0.0233787803993597,
920.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,14.539214999999999,False,1.2495484395077603,1.7754547641808138,-0.021527007462291303,
940.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,15.179908999999999,False,1.2537420116066245,1.7742869793746818,-0.028758371512640934,
960.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,15.830547,False,1.2428969100669127,1.7608508950089798,-0.023766130386910778,
980.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,16.491006,False,1.2343803307201429,1.750086735028662,-0.030932396308179566,
1000.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,17.161787999999998,False,1.233353327273898,1.7455374539470054,-0.04282478248976718,
1001.0,Regression,CapyMoa Adaptive Random Forest Regressor,TrumpApproval,0.007113456726074219,17.833495,False,1.2330351841717873,1.7449044993594651,-0.04276223039975324,
11.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.003047,False,0.9310317460317463,1.1143959663721263,-0.47842663079340686,
22.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.007334,False,0.8994896905721762,1.0990932506504028,-0.25054139523179275,
33.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.01268,False,1.0690035026193503,1.2882442714742997,-0.1367244563598795,
44.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.019119,False,0.9596282466825021,1.197876161612317,-0.11852596755298994,
55.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.026615,False,1.3742919792448924,2.3253602940338234,-0.03727966906475744,
66.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.035136,False,2.230278240761184,3.5149868468332675,-0.024542393594914502,
77.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.044676,False,2.8991255345371534,4.280107014042578,-0.021512680668518414,
88.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.055246,False,3.209577717955759,4.487856125583125,-0.021168182945328295,
99.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.06686500000000001,False,3.648239888078335,4.899514747925208,-0.020459848109860124,
110.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.079491,False,4.350925555829072,5.852927995956618,-0.018667783787740033,
121.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.093112,False,4.968350167336304,6.661488417667486,-0.01759217133210944,
132.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.107744,False,5.600000683628808,7.361985856619854,-0.016974115342798912,
143.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.123397,False,6.280977421370195,8.173749206204992,-0.016233962913633437,
154.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.140039,False,6.893501838134116,8.860964573960135,-0.0157262457163041,
165.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.157669,False,7.563733860814243,9.876986831100103,-0.014730270558160896,
176.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.176289,False,8.374774714167117,10.993725337409307,-0.013885711922120958,
187.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.195914,False,9.254850839118145,12.144219880139064,-0.013195197881727072,
198.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.216529,False,10.317301751076643,13.610664352926378,-0.012403714116298925,
209.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.238338,False,11.284763905493932,14.985341732138625,-0.01175369055648745,
220.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.261161,False,11.837217422912552,16.011088199731375,-0.011214329492743369,
231.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.28506499999999996,False,12.811864108014117,17.307312949177064,-0.010763994422672063,
242.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.31003299999999995,False,14.113972668307298,19.28873142131071,-0.010084974964358118,
253.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.33604999999999996,False,15.233617217014,20.693054181081393,-0.009761679046669691,
264.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.36311499999999997,False,15.849562419224847,21.645113617837847,-0.009464512902194855,
275.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.39125499999999996,False,16.702162993137073,23.070371239495984,-0.009073024638935445,
286.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.42040299999999997,False,17.90576441356088,24.785022010955757,-0.00870819289660063,
297.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.45054299999999997,False,19.2726715105872,26.609487126457417,-0.008389596980698188,
308.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.48162,False,20.398678252800565,28.192259537819,-0.00812243644012911,
319.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.513594,False,20.927644583672908,29.59112309157505,-0.007749253210919571,
330.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.546462,False,22.527866313832774,31.98287711004651,-0.007397316687856925,
341.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.580229,False,23.920439633495928,33.794560219417384,-0.007197567967940799,
352.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.614891,False,25.268459001844402,35.4413478793184,-0.007043329492174344,
363.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.650439,False,25.569800721901853,35.96327966791065,-0.006954112921976119,
374.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.6868839999999999,False,26.632231236120035,37.505632282087866,-0.006772505727841827,
385.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.7242329999999999,False,28.24120770496548,39.86964908687476,-0.006525292696801799,
396.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.762508,False,29.524621480988294,41.28667020025479,-0.006432545876505991,
407.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.801789,False,30.53350390360079,42.82001596208593,-0.00627345356289255,
418.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.8419559999999999,False,31.3680313597041,44.19276958199555,-0.006128024462809245,
429.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.883022,False,33.08534883372828,46.876356567575584,-0.005895263913094251,
440.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.924968,False,34.53217405692226,48.62570731398719,-0.005791189402778452,
451.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,0.967773,False,35.418040046721316,49.69080690063191,-0.00573035406009148,
462.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.011472,False,36.29620450520179,51.26902862559823,-0.00558041144627186,
473.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.0560289999999999,False,38.25538624965915,54.55574588058507,-0.005341993811948997,
484.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.101446,False,39.593690634443035,56.112094419404094,-0.005273668045219226,
495.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.147714,False,40.94484163992999,57.850968340673106,-0.005187737777518464,
506.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.194858,False,41.42270625084274,58.70817417082016,-0.0051241158762316275,
517.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.242862,False,42.728038218711525,60.4317326027267,-0.00502957245578739,
528.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.291739,False,44.77847755178724,63.7292445680027,-0.004850062088140428,
539.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.3414789999999999,False,46.003224782572154,65.08474220267536,-0.004805816707020627,
550.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.392051,False,46.57853238096658,66.10917868346523,-0.00474119396689443,
561.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.443446,False,47.76854020927474,67.60134367561879,-0.004672987715254928,
572.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.495663,False,49.504508519115085,70.28520277380005,-0.004550925645921744,
578.0,Regression,CapyMoa SOKNLBT,ChickWeights,0.0051898956298828125,1.5484259999999999,False,50.265199108351126,71.15450547606486,-0.004523838446994999,
20.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.00275,False,0.5341394543708775,0.6925598119262848,-0.07063616795729577,
40.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.007201,False,1.3390718920038351,1.6256703538351398,-0.053225913920907475,
60.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.013233,False,1.106261323596832,1.393241786356678,-0.05756951913020858,
80.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.020863,False,1.071450409694516,1.384575554985367,-0.05218472995707879,
100.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.030184,False,1.4007157363116454,1.7381294848093407,-0.04059181983680937,
120.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.041091,False,1.567179016588143,1.8825639791346087,-0.037131632719011654,
140.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.053548,False,1.5748335133135474,1.8498205258174318,-0.03699198147232563,
160.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.067527,False,1.6983787441695495,1.9668454704597937,-0.03372733904092584,
180.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.08301700000000001,False,1.833235628771695,2.096204148293463,-0.03082581312175492,
200.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.100333,False,1.8415585406265054,2.0918328979176524,-0.030213344634218542,
220.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.11929200000000001,False,1.883556160893769,3.295882892618465,-1.7610860829546047,
240.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.13979,False,1.7977880818850036,3.165638213087474,-1.567309741770973,
260.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.161948,False,1.697672393775791,3.0456187289715575,-1.4091333843231153,
280.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.18565800000000002,False,1.5880297131586196,2.9349310810202915,-1.3434971324202145,
300.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.21103600000000003,False,1.543741469791773,2.8463156683779878,-1.1673134133253638,
320.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.23807500000000004,False,1.4861452323697772,2.7618613949097304,-1.1422860846141902,
340.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.26677100000000004,False,1.4695144500848536,2.6982297754940396,-1.1607439635163663,
360.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.29699300000000006,False,1.5260762362023212,2.688581522848712,-1.1598016696944784,
380.0,Regression,CapyMoa SOKNLBT,TrumpApproval,0.0053844451904296875,0.3287010000000001,False,1.533717412287232,2.6463037586362272,-1.1634972451522558,
