step,track,model,dataset,MAE,RMSE,R2,Memory in Mb,Time in s
820,Regression,Linear Regression,TrumpApproval,1.5359483450738913,4.318357063182573,-4.892367885242343,0.004973411560058594,1.5670899999999996
840,Regression,Linear Regression,TrumpApproval,1.5094802852221159,4.267276732370252,-4.807214337073276,0.004973411560058594,1.6399519999999996
860,Regression,Linear Regression,TrumpApproval,1.4815681878661566,4.217864876321593,-4.663732871777943,0.004973411560058594,1.7144479999999995
880,Regression,Linear Regression,TrumpApproval,1.4526831778170481,4.169823323470254,-4.507942651608292,0.004973411560058594,1.7904379999999995
900,Regression,Linear Regression,TrumpApproval,1.425504815240136,4.123417367951589,-4.4087270270070205,0.004973411560058594,1.8697849999999996
920,Regression,Linear Regression,TrumpApproval,1.401135420694234,4.078757160785335,-4.379153600942964,0.004973411560058594,1.9508459999999996
940,Regression,Linear Regression,TrumpApproval,1.3798894262867005,4.035722473386745,-4.310917809364017,0.004973411560058594,2.0334209999999997
960,Regression,Linear Regression,TrumpApproval,1.3578157698337674,3.993911445090692,-4.255827563021541,0.004973411560058594,2.1176049999999997
980,Regression,Linear Regression,TrumpApproval,1.3349554985290681,3.953168904153961,-4.2491478554421755,0.004973411560058594,2.2033479999999996
1000,Regression,Linear Regression,TrumpApproval,1.3157385915327033,3.9139344489617316,-4.232086679588724,0.004973411560058594,2.2907439999999997
1001,Regression,Linear Regression,TrumpApproval,1.3145482000473083,3.9119809164882438,-4.230354806784151,0.004973411560058594,2.3784959999999997
11,Regression,Linear Regression with l1 regularization,ChickWeights,30.519429760441792,31.341724959881887,-1263.4547929656035,0.004361152648925781,0.001849
22,Regression,Linear Regression with l1 regularization,ChickWeights,20.93274945698016,23.730069634788823,-595.3856524245364,0.004361152648925781,0.005666
33,Regression,Linear Regression with l1 regularization,ChickWeights,14.671976905269485,19.432784890847977,-261.2719879213097,0.004361152648925781,0.010397
44,Regression,Linear Regression with l1 regularization,ChickWeights,11.206218788565426,16.83704009498573,-222.1918420065333,0.004361152648925781,0.016037
55,Regression,Linear Regression with l1 regularization,ChickWeights,10.7873677371092,17.69725945175844,-60.138926246201024,0.004361152648925781,0.022552
66,Regression,Linear Regression with l1 regularization,ChickWeights,10.358479420064798,16.54420972880916,-22.032639310332936,0.004361152648925781,0.029997
77,Regression,Linear Regression with l1 regularization,ChickWeights,9.753598876381378,15.536347024393615,-12.613738343052718,0.004361152648925781,0.038324
88,Regression,Linear Regression with l1 regularization,ChickWeights,8.774706713989955,14.560860647391403,-9.841807755380493,0.004361152648925781,0.047492
99,Regression,Linear Regression with l1 regularization,ChickWeights,7.976543403311107,13.74760854733656,-7.083247758311314,0.004361152648925781,0.057477
110,Regression,Linear Regression with l1 regularization,ChickWeights,7.5284067705618165,13.110785837893241,-4.133835882207287,0.004361152648925781,0.068339
121,Regression,Linear Regression with l1 regularization,ChickWeights,7.271666718491515,12.6229442838289,-2.665108536473531,0.004361152648925781,0.08004599999999999
132,Regression,Linear Regression with l1 regularization,ChickWeights,6.91845605456336,12.134014714075713,-1.7679259750984961,0.004361152648925781,0.09259899999999999
143,Regression,Linear Regression with l1 regularization,ChickWeights,6.610383809165891,11.700505099139125,-1.084596952740374,0.004361152648925781,0.10594899999999999
154,Regression,Linear Regression with l1 regularization,ChickWeights,6.3485668448406924,11.31852948419668,-0.6578355548574832,0.004361152648925781,0.12012599999999998
165,Regression,Linear Regression with l1 regularization,ChickWeights,6.473998962981321,11.222073845492618,-0.3100659276219817,0.004361152648925781,0.135119
176,Regression,Linear Regression with l1 regularization,ChickWeights,6.543521830550948,11.096254270292283,-0.032756661210885385,0.004361152648925781,0.15094
187,Regression,Linear Regression with l1 regularization,ChickWeights,6.493894355635018,10.908553918682982,0.18277886707380187,0.004361152648925781,0.16760899999999998
198,Regression,Linear Regression with l1 regularization,ChickWeights,6.432058292739276,10.739983052449066,0.36987633376979445,0.004361152648925781,0.18508999999999998
209,Regression,Linear Regression with l1 regularization,ChickWeights,6.530905166315106,10.805387069826965,0.47419925648761396,0.004361152648925781,0.20338299999999998
220,Regression,Linear Regression with l1 regularization,ChickWeights,7.049069109840064,11.46222613381468,0.4819945238144716,0.004361152648925781,0.22250499999999998
231,Regression,Linear Regression with l1 regularization,ChickWeights,7.185364391622807,11.520615160379734,0.5523912707049028,0.004361152648925781,0.24243499999999998
242,Regression,Linear Regression with l1 regularization,ChickWeights,7.384443509591489,11.759466507882767,0.6247424700583044,0.004361152648925781,0.263171
253,Regression,Linear Regression with l1 regularization,ChickWeights,7.370825288025247,11.706644644448966,0.6770052015955412,0.004361152648925781,0.284732
264,Regression,Linear Regression with l1 regularization,ChickWeights,7.997212264968545,12.688148058774217,0.6533323093865229,0.004441261291503906,0.30710299999999996
275,Regression,Linear Regression with l1 regularization,ChickWeights,8.45564901988644,13.583827871673952,0.6503637760490552,0.004441261291503906,0.33039199999999996
286,Regression,Linear Regression with l1 regularization,ChickWeights,8.687395226209604,13.953064893865328,0.6804867014487179,0.004441261291503906,0.354504
297,Regression,Linear Regression with l1 regularization,ChickWeights,8.660171229881424,13.910099225377925,0.7245931722706233,0.004441261291503906,0.38209299999999996
308,Regression,Linear Regression with l1 regularization,ChickWeights,9.16625719191718,14.612234985526298,0.7293304097140514,0.004441261291503906,0.410637
319,Regression,Linear Regression with l1 regularization,ChickWeights,10.250950211093048,17.0718306278326,0.664728869016383,0.004441261291503906,0.440023
330,Regression,Linear Regression with l1 regularization,ChickWeights,10.679670450254022,17.65395670255975,0.6931807697512926,0.004441261291503906,0.47559
341,Regression,Linear Regression with l1 regularization,ChickWeights,10.873729384474112,17.73873175202587,0.7226130148559202,0.004441261291503906,0.512094
352,Regression,Linear Regression with l1 regularization,ChickWeights,11.018541118771262,17.831871437600412,0.745188204067577,0.004441261291503906,0.5495110000000001
363,Regression,Linear Regression with l1 regularization,ChickWeights,11.899574150448762,19.190338217602402,0.7134289333715201,0.004441261291503906,0.5946500000000001
374,Regression,Linear Regression with l1 regularization,ChickWeights,12.408282768986876,20.289550367060546,0.7055179762102581,0.004441261291503906,0.6407200000000002
385,Regression,Linear Regression with l1 regularization,ChickWeights,12.788104615245373,20.897902847676004,0.7235998101431352,0.004441261291503906,0.6876610000000002
396,Regression,Linear Regression with l1 regularization,ChickWeights,12.908222014164421,20.86950621812891,0.7429865604297317,0.004441261291503906,0.7416100000000002
407,Regression,Linear Regression with l1 regularization,ChickWeights,13.785647364051679,22.333927174809716,0.726395986248676,0.004441261291503906,0.7966230000000002
418,Regression,Linear Regression with l1 regularization,ChickWeights,14.562464823979756,23.771461386342615,0.709038397249883,0.004441261291503906,0.8525120000000002
429,Regression,Linear Regression with l1 regularization,ChickWeights,15.115712915071189,24.692790084324347,0.7210130632693055,0.004441261291503906,0.9131090000000002
440,Regression,Linear Regression with l1 regularization,ChickWeights,15.290646451171162,24.766775019882367,0.7392038606135755,0.004441261291503906,0.9746370000000002
451,Regression,Linear Regression with l1 regularization,ChickWeights,15.806610158983217,25.370563596297366,0.7379667599208486,0.004441261291503906,1.0388470000000003
462,Regression,Linear Regression with l1 regularization,ChickWeights,16.91167446753811,27.489289014578034,0.711055524573946,0.004441261291503906,1.1074710000000003
473,Regression,Linear Regression with l1 regularization,ChickWeights,17.69453441784174,28.803034656505247,0.7198918720890418,0.004441261291503906,1.1770060000000002
484,Regression,Linear Regression with l1 regularization,ChickWeights,18.025914293879836,29.08166628667707,0.7300944167213836,0.004441261291503906,1.2473780000000003
495,Regression,Linear Regression with l1 regularization,ChickWeights,18.47687089345869,29.604201733284565,0.7368958634072684,0.004441261291503906,1.3185610000000003
506,Regression,Linear Regression with l1 regularization,ChickWeights,19.37032815671457,31.058772984483273,0.7188231637639817,0.004441261291503906,1.3945640000000004
517,Regression,Linear Regression with l1 regularization,ChickWeights,20.096649322747314,32.051830787895724,0.717419357352562,0.004441261291503906,1.4715120000000004
528,Regression,Linear Regression with l1 regularization,ChickWeights,20.88685610593147,33.24610520798377,0.7266504806846955,0.004441261291503906,1.5492930000000005
539,Regression,Linear Regression with l1 regularization,ChickWeights,21.052957054073875,33.24035912136826,0.7380286507287471,0.004441261291503906,1.6300540000000006
550,Regression,Linear Regression with l1 regularization,ChickWeights,22.046178761536364,34.86098206113683,0.7207414968982613,0.004441261291503906,1.7117440000000006
561,Regression,Linear Regression with l1 regularization,ChickWeights,22.751953045975853,35.78242297978339,0.7186502822700677,0.004441261291503906,1.7942870000000006
572,Regression,Linear Regression with l1 regularization,ChickWeights,23.603432973098663,36.96472548228527,0.7222689970347711,0.004441261291503906,1.8776690000000007
578,Regression,Linear Regression with l1 regularization,ChickWeights,23.757667537133976,37.078025255419426,0.7273605875689941,0.004441261291503906,1.9637680000000006
20,Regression,Linear Regression with l1 regularization,TrumpApproval,20.96628233331211,24.387937149248955,-1394.0974368768457,0.005043983459472656,0.002851
40,Regression,Linear Regression with l1 regularization,TrumpApproval,12.95809265443779,17.886947111698607,-127.62867621055315,0.005043983459472656,0.008945999999999999
60,Regression,Linear Regression with l1 regularization,TrumpApproval,10.43403375286247,15.198987179765494,-124.2101566950438,0.005043983459472656,0.019513999999999997
80,Regression,Linear Regression with l1 regularization,TrumpApproval,8.76952679896777,13.348146279436204,-95.87145335263979,0.005043983459472656,0.032087
100,Regression,Linear Regression with l1 regularization,TrumpApproval,7.318348711169017,11.969856517585775,-47.87667264392048,0.005043983459472656,0.048492999999999994
120,Regression,Linear Regression with l1 regularization,TrumpApproval,6.2853039116310185,10.94189036106609,-33.648027646243705,0.005043983459472656,0.06816599999999999
140,Regression,Linear Regression with l1 regularization,TrumpApproval,5.5208355911538485,10.138862242229527,-29.74195117722151,0.005043983459472656,0.09345799999999999
160,Regression,Linear Regression with l1 regularization,TrumpApproval,4.9080595636493145,9.487746704217276,-22.740310036230184,0.005043983459472656,0.12062199999999998
180,Regression,Linear Regression with l1 regularization,TrumpApproval,4.437342628193194,8.948953859899,-17.549281500204398,0.005043983459472656,0.152856
200,Regression,Linear Regression with l1 regularization,TrumpApproval,4.020740144728086,8.490404067975657,-15.746680942149272,0.005043983459472656,0.191164
220,Regression,Linear Regression with l1 regularization,TrumpApproval,3.702540763677515,8.09713522450445,-15.430052960036054,0.005043983459472656,0.232408
240,Regression,Linear Regression with l1 regularization,TrumpApproval,3.449057445346116,7.7551931287900455,-14.185073150160106,0.005043983459472656,0.281766
260,Regression,Linear Regression with l1 regularization,TrumpApproval,3.201640426877581,7.451485247160068,-13.20791735379428,0.005204200744628906,0.336279
280,Regression,Linear Regression with l1 regularization,TrumpApproval,2.9861522146348123,7.180696949733205,-12.814002869999907,0.005204200744628906,0.400037
300,Regression,Linear Regression with l1 regularization,TrumpApproval,2.8260389726991693,6.939608203297966,-11.688379207589731,0.005204200744628906,0.466132
320,Regression,Linear Regression with l1 regularization,TrumpApproval,2.694730270614988,6.722171113188908,-11.495217468089896,0.005204200744628906,0.534063
340,Regression,Linear Regression with l1 regularization,TrumpApproval,2.572442774284147,6.524300196624447,-11.438471282384336,0.005204200744628906,0.607425
360,Regression,Linear Regression with l1 regularization,TrumpApproval,2.4832798669216825,6.3452949037256134,-10.86190793294698,0.005204200744628906,0.688089
380,Regression,Linear Regression with l1 regularization,TrumpApproval,2.371542642654472,6.177015076243767,-10.629949316856383,0.005204200744628906,0.7706759999999999
400,Regression,Linear Regression with l1 regularization,TrumpApproval,2.263251524870982,6.020874949010495,-10.361708857360679,0.005204200744628906,0.8593319999999999
420,Regression,Linear Regression with l1 regularization,TrumpApproval,2.1669018257777095,5.8760767656227735,-10.179937857653263,0.005204200744628906,0.9498219999999998
440,Regression,Linear Regression with l1 regularization,TrumpApproval,2.1025509089011916,5.743886676480224,-9.489284487381322,0.005204200744628906,1.0491579999999998
460,Regression,Linear Regression with l1 regularization,TrumpApproval,2.0360304025506277,5.61908468135586,-8.519416508014515,0.005204200744628906,1.1547819999999998
480,Regression,Linear Regression with l1 regularization,TrumpApproval,1.9657178079674962,5.50138701729293,-7.914879120336785,0.005204200744628906,1.2711279999999998
500,Regression,Linear Regression with l1 regularization,TrumpApproval,1.8948913466896102,5.390446783732167,-7.379388774419297,0.005204200744628906,1.3895809999999997
520,Regression,Linear Regression with l1 regularization,TrumpApproval,1.8304411336225566,5.286008256480869,-7.071904701569496,0.005204200744628906,1.5106959999999998
540,Regression,Linear Regression with l1 regularization,TrumpApproval,1.7733791235095338,5.187623645241403,-6.74573862520947,0.005204200744628906,1.6392719999999998
560,Regression,Linear Regression with l1 regularization,TrumpApproval,1.7328732375480083,5.096231477200102,-6.653340289034931,0.005204200744628906,1.7698099999999999
580,Regression,Linear Regression with l1 regularization,TrumpApproval,1.6922671720641331,5.009032279128942,-6.5765398617523605,0.005204200744628906,1.904944
600,Regression,Linear Regression with l1 regularization,TrumpApproval,1.6600221636451293,4.9270067527590165,-6.249341959517198,0.005204200744628906,2.044509
620,Regression,Linear Regression with l1 regularization,TrumpApproval,1.6169171465584515,4.847662648980224,-5.910766757861972,0.005204200744628906,2.1890140000000002
640,Regression,Linear Regression with l1 regularization,TrumpApproval,1.5787668849144931,4.771995268006674,-5.5715350899413965,0.005204200744628906,2.338306
660,Regression,Linear Regression with l1 regularization,TrumpApproval,1.535700232104731,4.69925054984221,-5.326885534626132,0.005204200744628906,2.4939410000000004
680,Regression,Linear Regression with l1 regularization,TrumpApproval,1.5003699975160405,4.630081239411466,-5.239062722957792,0.005204200744628906,2.6516540000000006
700,Regression,Linear Regression with l1 regularization,TrumpApproval,1.4782734303433982,4.565354365023557,-5.225160013321354,0.005204200744628906,2.8147670000000007
720,Regression,Linear Regression with l1 regularization,TrumpApproval,1.4563696019956498,4.503833132228122,-5.19161922746511,0.005204200744628906,2.9832160000000005
740,Regression,Linear Regression with l1 regularization,TrumpApproval,1.4392280778003554,4.445645440595998,-5.02903742417401,0.005204200744628906,3.1569110000000005
760,Regression,Linear Regression with l1 regularization,TrumpApproval,1.4073407178561264,4.387021097703184,-4.9346827726614455,0.005204200744628906,3.3359390000000007
780,Regression,Linear Regression with l1 regularization,TrumpApproval,1.3782504190107006,4.330701361336262,-4.809192109617374,0.005204200744628906,3.5173220000000005
800,Regression,Linear Regression with l1 regularization,TrumpApproval,1.3571814777264213,4.277370073659861,-4.718248073230613,0.005204200744628906,3.7039990000000005
820,Regression,Linear Regression with l1 regularization,TrumpApproval,1.3328025450945626,4.2253925636381995,-4.641399853721709,0.005204200744628906,3.8960190000000003
840,Regression,Linear Regression with l1 regularization,TrumpApproval,1.311715211433691,4.175582527272098,-4.560327645533724,0.005204200744628906,4.0932390000000005
860,Regression,Linear Regression with l1 regularization,TrumpApproval,1.2897432923325247,4.127236925138345,-4.422957957045758,0.005204200744628906,4.2925510000000004
880,Regression,Linear Regression with l1 regularization,TrumpApproval,1.2672991203860131,4.080383024210964,-4.274192362897992,0.005204200744628906,4.4970680000000005
900,Regression,Linear Regression with l1 regularization,TrumpApproval,1.2421842209255052,4.03488734209176,-4.178968845613636,0.005204200744628906,4.706702000000001
920,Regression,Linear Regression with l1 regularization,TrumpApproval,1.220808929344255,3.991045752926761,-4.15028972045945,0.005204200744628906,4.922983000000001
940,Regression,Linear Regression with l1 regularization,TrumpApproval,1.2057181063421543,3.9494511154557617,-4.0862825167589865,0.005204200744628906,5.144425000000001
960,Regression,Linear Regression with l1 regularization,TrumpApproval,1.188437369603739,3.9086583836793856,-4.0338431039290805,0.005204200744628906,5.372615000000001
980,Regression,Linear Regression with l1 regularization,TrumpApproval,1.1710173649101312,3.8690392813429555,-4.028105053503917,0.005204200744628906,5.60317
1000,Regression,Linear Regression with l1 regularization,TrumpApproval,1.1544521877618488,3.8306020851942315,-4.0116636492940465,0.005204200744628906,5.839141000000001
1001,Regression,Linear Regression with l1 regularization,TrumpApproval,1.1537672749321948,3.8287168981917103,-4.010074752320696,0.005204200744628906,6.075640000000001
11,Regression,Linear Regression with l2 regularization,ChickWeights,30.6062254572366,31.39938120772091,-1268.1112549740517,0.004153251647949219,0.001645
22,Regression,Linear Regression with l2 regularization,ChickWeights,21.412737763681047,23.97862157826266,-607.9443275975191,0.004153251647949219,0.005717
33,Regression,Linear Regression with l2 regularization,ChickWeights,15.119104680903606,19.655410372524667,-267.315679768846,0.004153251647949219,0.010682
44,Regression,Linear Regression with l2 regularization,ChickWeights,11.691588950452092,17.042779535378298,-227.6797328948204,0.004153251647949219,0.016478
