step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
300,Binary classification,Voting,Phishing,0.842809364548495,0.8327402135231317,0.49007129669189453,11.952933999999999
325,Binary classification,Voting,Phishing,0.8549382716049383,0.8417508417508418,0.5190896987915039,14.798250999999999
350,Binary classification,Voting,Phishing,0.8624641833810889,0.8471337579617835,0.5476045608520508,18.334678
375,Binary classification,Voting,Phishing,0.8609625668449198,0.8433734939759037,0.5761194229125977,22.675727000000002
400,Binary classification,Voting,Phishing,0.8621553884711779,0.8424068767908309,0.605137825012207,27.749877
425,Binary classification,Voting,Phishing,0.8632075471698113,0.839779005524862,0.6336526870727539,33.119505000000004
450,Binary classification,Voting,Phishing,0.8663697104677061,0.8412698412698413,0.6626977920532227,38.705564
475,Binary classification,Voting,Phishing,0.8649789029535865,0.8407960199004976,0.6912126541137695,44.471233000000005
500,Binary classification,Voting,Phishing,0.8657314629258517,0.8445475638051043,2.8495264053344727,54.372286
525,Binary classification,Voting,Phishing,0.8683206106870229,0.8442437923250564,2.947697639465332,64.565988
550,Binary classification,Voting,Phishing,0.8688524590163934,0.8461538461538463,3.0495004653930664,75.054764
575,Binary classification,Voting,Phishing,0.8710801393728222,0.848360655737705,3.163731575012207,86.095674
600,Binary classification,Voting,Phishing,0.8747913188647746,0.8502994011976048,3.2793893814086914,97.893652
625,Binary classification,Voting,Phishing,0.8733974358974359,0.8460038986354775,3.3860597610473633,110.310879
650,Binary classification,Voting,Phishing,0.8767334360554699,0.8523985239852399,3.497891426086426,122.943863
675,Binary classification,Voting,Phishing,0.8783382789317508,0.8571428571428572,3.608780860900879,135.83506699999998
700,Binary classification,Voting,Phishing,0.882689556509299,0.8605442176870748,3.717984199523926,148.86740099999997
725,Binary classification,Voting,Phishing,0.8839779005524862,0.864516129032258,3.8287668228149414,162.04560099999998
750,Binary classification,Voting,Phishing,0.8851802403204272,0.8664596273291927,3.938847541809082,175.43612899999997
775,Binary classification,Voting,Phishing,0.8863049095607235,0.8670694864048338,4.05288028717041,189.03830299999996
800,Binary classification,Voting,Phishing,0.886107634543179,0.8683068017366136,4.104194641113281,202.85801499999997
825,Binary classification,Voting,Phishing,0.8859223300970874,0.8690807799442897,4.349094390869141,216.90716699999996
850,Binary classification,Voting,Phishing,0.8869257950530035,0.8695652173913044,4.4634552001953125,231.21329899999995
875,Binary classification,Voting,Phishing,0.8890160183066361,0.8711819389110226,4.575046539306641,245.79312299999995
900,Binary classification,Voting,Phishing,0.8876529477196885,0.869340232858991,4.689262390136719,260.766919
925,Binary classification,Voting,Phishing,0.8896103896103896,0.8728179551122195,4.802501678466797,276.06064799999996
950,Binary classification,Voting,Phishing,0.8904109589041096,0.8752997601918464,4.919105529785156,291.759576
975,Binary classification,Voting,Phishing,0.8921971252566735,0.8771929824561404,5.034366607666016,307.804942
1000,Binary classification,Voting,Phishing,0.8928928928928929,0.8779931584948689,5.146923065185547,324.09714199999996
1025,Binary classification,Voting,Phishing,0.892578125,0.8780487804878048,5.118862152099609,340.728144
1050,Binary classification,Voting,Phishing,0.894184938036225,0.8802588996763754,5.095211029052734,357.61850699999997
1075,Binary classification,Voting,Phishing,0.8929236499068901,0.8798328108672936,5.078212738037109,374.754715
1100,Binary classification,Voting,Phishing,0.8944494995450409,0.8816326530612245,5.047710418701172,392.096568
1125,Binary classification,Voting,Phishing,0.8959074733096085,0.884272997032641,4.977901458740234,409.692186
1150,Binary classification,Voting,Phishing,0.896431679721497,0.8845780795344327,4.951488494873047,427.552836
1175,Binary classification,Voting,Phishing,0.8952299829642248,0.8829686013320648,4.937717437744141,445.57880900000004
1200,Binary classification,Voting,Phishing,0.896580483736447,0.8841121495327102,4.900646209716797,463.77846800000003
1225,Binary classification,Voting,Phishing,0.8970588235294118,0.8844036697247706,4.871585845947266,482.23804400000006
1250,Binary classification,Voting,Phishing,0.8967173738991193,0.8845120859444942,4.809871673583984,500.96183800000006
1903,Binary classification,Voting,SMTP,1.0,0.0,4.612760543823242,13.644473
3806,Binary classification,Voting,SMTP,1.0,0.0,4.552923202514648,32.7961
5709,Binary classification,Voting,SMTP,1.0,0.0,4.486089706420898,57.800129
7612,Binary classification,Voting,SMTP,1.0,0.0,4.48444938659668,92.17495299999999
9515,Binary classification,Voting,SMTP,1.0,0.0,4.573263168334961,131.660339
11418,Binary classification,Voting,SMTP,1.0,0.0,4.548627853393555,179.241279
13321,Binary classification,Voting,SMTP,1.0,0.0,4.468435287475586,233.701411
15224,Binary classification,Voting,SMTP,0.9997372397030808,0.7777777777777778,4.552579879760742,295.353431
17127,Binary classification,Voting,SMTP,0.9997664369963798,0.8181818181818181,4.567739486694336,364.056939
19030,Binary classification,Voting,SMTP,0.9997897945241474,0.8181818181818181,4.59248161315918,439.182455
20933,Binary classification,Voting,SMTP,0.9998089050257978,0.8181818181818181,4.499147415161133,519.98022
22836,Binary classification,Voting,SMTP,0.9998248303043573,0.8181818181818181,4.547624588012695,605.609563
24739,Binary classification,Voting,SMTP,0.9998383054410219,0.8181818181818181,4.53618049621582,697.334301
26642,Binary classification,Voting,SMTP,0.9998123193573815,0.782608695652174,4.517923355102539,793.50702
28545,Binary classification,Voting,SMTP,0.9998248318385651,0.782608695652174,4.575128555297852,894.375533
30448,Binary classification,Voting,SMTP,0.9998357802082307,0.782608695652174,4.47569465637207,1000.075415
32351,Binary classification,Voting,SMTP,0.9998454404945905,0.782608695652174,4.521921157836914,1111.032696
34254,Binary classification,Voting,SMTP,0.9998540273844627,0.782608695652174,4.53565788269043,1225.819307
36157,Binary classification,Voting,SMTP,0.999861710366191,0.782608695652174,4.528059005737305,1344.042649
38060,Binary classification,Voting,SMTP,0.9998686250295594,0.782608695652174,4.550962448120117,1465.2321709999999
39963,Binary classification,Voting,SMTP,0.9998748811370802,0.782608695652174,4.554300308227539,1589.557777
41866,Binary classification,Voting,SMTP,0.9998805684939687,0.782608695652174,4.563554763793945,1718.58316
43769,Binary classification,Voting,SMTP,0.9998857612867849,0.782608695652174,4.575883865356445,1850.92057
45672,Binary classification,Voting,SMTP,0.9998905213373913,0.782608695652174,4.591104507446289,1986.89374
47575,Binary classification,Voting,SMTP,0.9998949005759449,0.782608695652174,4.636072158813477,2126.967405
49478,Binary classification,Voting,SMTP,0.9998989429431857,0.782608695652174,4.502931594848633,2271.427263
51381,Binary classification,Voting,SMTP,0.9998637602179836,0.72,4.545480728149414,2420.099651
53284,Binary classification,Voting,SMTP,0.9998686260158024,0.72,4.55375862121582,2572.328668
55187,Binary classification,Voting,SMTP,0.9998731562352771,0.72,4.525884628295898,2728.035543
57090,Binary classification,Voting,SMTP,0.9997372523603496,0.5714285714285715,4.49946403503418,2886.812127
58993,Binary classification,Voting,SMTP,0.9997457282343368,0.5714285714285715,4.53453254699707,3048.456572
60896,Binary classification,Voting,SMTP,0.9997536743575006,0.5714285714285715,4.566347122192383,3214.112033
62799,Binary classification,Voting,SMTP,0.9997292907417433,0.5405405405405406,4.545015335083008,3382.7020509999998
64702,Binary classification,Voting,SMTP,0.9997372529018098,0.5405405405405406,4.550142288208008,3554.9682009999997
66605,Binary classification,Voting,SMTP,0.99974476007447,0.5405405405405406,4.565057754516602,3731.8547839999997
68508,Binary classification,Voting,SMTP,0.9997372531274177,0.5499999999999999,4.546884536743164,3911.885626
70411,Binary classification,Voting,SMTP,0.9997443544951001,0.5499999999999999,4.56266975402832,4094.720742
72314,Binary classification,Voting,SMTP,0.9997510821014202,0.5499999999999999,4.54142951965332,4280.46297
74217,Binary classification,Voting,SMTP,0.9997574646976394,0.5499999999999999,4.495237350463867,4468.823745
76120,Binary classification,Voting,SMTP,0.9997635281598549,0.5499999999999999,4.522237777709961,4660.325319
78023,Binary classification,Voting,SMTP,0.9997692958396349,0.5499999999999999,4.531179428100586,4855.091267
79926,Binary classification,Voting,SMTP,0.9997747888645605,0.5499999999999999,4.537752151489258,5052.985498
81829,Binary classification,Voting,SMTP,0.9997800263968324,0.5499999999999999,4.546472549438477,5253.868518
83732,Binary classification,Voting,SMTP,0.9997850258566122,0.5499999999999999,4.516756057739258,5457.104182
85635,Binary classification,Voting,SMTP,0.999789803115585,0.5499999999999999,4.59471321105957,5662.674643
87538,Binary classification,Voting,SMTP,0.9997943726652729,0.5499999999999999,4.570833206176758,5870.724188
89441,Binary classification,Voting,SMTP,0.9997875670840787,0.5365853658536585,4.578042984008789,6081.059939
91344,Binary classification,Voting,SMTP,0.9997810450718719,0.5238095238095238,4.485307693481445,6294.153249999999
93247,Binary classification,Voting,SMTP,0.9997855135877142,0.5238095238095238,4.52937126159668,6510.021728999999
95150,Binary classification,Voting,SMTP,0.9997898033610443,0.5238095238095238,4.538557052612305,6728.524141999999
95156,Binary classification,Voting,SMTP,0.9997898166149966,0.5238095238095238,4.536474227905273,6947.067290999999
106,Binary classification,[baseline] Last Class,Bananas,0.5333333333333333,0.5242718446601942,0.0005102157592773438,0.0119
212,Binary classification,[baseline] Last Class,Bananas,0.5876777251184834,0.5538461538461539,0.0005102157592773438,0.031765
318,Binary classification,[baseline] Last Class,Bananas,0.5457413249211357,0.5102040816326531,0.0005102157592773438,0.053843
424,Binary classification,[baseline] Last Class,Bananas,0.5460992907801419,0.5025906735751295,0.0005102157592773438,0.083059
530,Binary classification,[baseline] Last Class,Bananas,0.5671077504725898,0.5096359743040686,0.0005102157592773438,0.12059199999999999
636,Binary classification,[baseline] Last Class,Bananas,0.5464566929133858,0.4875444839857651,0.0005102157592773438,0.160115
742,Binary classification,[baseline] Last Class,Bananas,0.5573549257759784,0.4875,0.0005102157592773438,0.210754
848,Binary classification,[baseline] Last Class,Bananas,0.5501770956316411,0.4816326530612245,0.0005102157592773438,0.263163
954,Binary classification,[baseline] Last Class,Bananas,0.5487932843651626,0.4794188861985472,0.0005102157592773438,0.32065299999999997
1060,Binary classification,[baseline] Last Class,Bananas,0.5448536355051936,0.46799116997792495,0.0005102157592773438,0.386856
1166,Binary classification,[baseline] Last Class,Bananas,0.534763948497854,0.4590818363273453,0.0005102157592773438,0.454846
1272,Binary classification,[baseline] Last Class,Bananas,0.5287175452399685,0.456935630099728,0.0005102157592773438,0.530941
1378,Binary classification,[baseline] Last Class,Bananas,0.5286855482933914,0.45232067510548524,0.0005102157592773438,0.615046
1484,Binary classification,[baseline] Last Class,Bananas,0.5252865812542145,0.44913928012519555,0.0005102157592773438,0.7042809999999999
1590,Binary classification,[baseline] Last Class,Bananas,0.5204531151667715,0.4437956204379563,0.0005102157592773438,0.798546
1696,Binary classification,[baseline] Last Class,Bananas,0.5227138643067847,0.4455106237148732,0.0005102157592773438,0.9016959999999999
1802,Binary classification,[baseline] Last Class,Bananas,0.524153248195447,0.4523961661341854,0.0005102157592773438,1.040374
1908,Binary classification,[baseline] Last Class,Bananas,0.5233350812794966,0.456664674237896,0.0005102157592773438,1.184089
2014,Binary classification,[baseline] Last Class,Bananas,0.5171385991058122,0.4563758389261745,0.0005102157592773438,1.3296679999999999
2120,Binary classification,[baseline] Last Class,Bananas,0.5143935818782445,0.45813586097946285,0.0005102157592773438,1.480187
2226,Binary classification,[baseline] Last Class,Bananas,0.5114606741573033,0.45459106874059213,0.0005102157592773438,1.635796
2332,Binary classification,[baseline] Last Class,Bananas,0.510939510939511,0.45506692160611856,0.0005102157592773438,1.7977180000000001
2438,Binary classification,[baseline] Last Class,Bananas,0.5104636848584325,0.4530032095369097,0.0005102157592773438,1.961869
2544,Binary classification,[baseline] Last Class,Bananas,0.5084545812033032,0.45462478184991273,0.0005102157592773438,2.1313370000000003
2650,Binary classification,[baseline] Last Class,Bananas,0.5096262740656852,0.458072590738423,0.0005102157592773438,2.302595
2756,Binary classification,[baseline] Last Class,Bananas,0.5092558983666061,0.45746388443017655,0.0005102157592773438,2.4789670000000004
2862,Binary classification,[baseline] Last Class,Bananas,0.5103110800419434,0.4563445867287544,0.0005102157592773438,2.6604020000000004
2968,Binary classification,[baseline] Last Class,Bananas,0.5133131108864173,0.457957957957958,0.0005102157592773438,2.8445820000000004
3074,Binary classification,[baseline] Last Class,Bananas,0.5099251545720794,0.4563176895306859,0.0005102157592773438,3.0309860000000004
3180,Binary classification,[baseline] Last Class,Bananas,0.5102233406731677,0.45387583304103823,0.0005102157592773438,3.2237940000000003
3286,Binary classification,[baseline] Last Class,Bananas,0.5095890410958904,0.45222713362801764,0.0005102157592773438,3.4216200000000003
3392,Binary classification,[baseline] Last Class,Bananas,0.5107637864936597,0.4558871761233191,0.0005102157592773438,3.627019
3498,Binary classification,[baseline] Last Class,Bananas,0.5124392336288247,0.45579316948611553,0.0005102157592773438,3.867011
3604,Binary classification,[baseline] Last Class,Bananas,0.5134610047182903,0.45440398381574854,0.0005102157592773438,4.11598
3710,Binary classification,[baseline] Last Class,Bananas,0.5122674575357239,0.4546276756104914,0.0005102157592773438,4.3738980000000005
3816,Binary classification,[baseline] Last Class,Bananas,0.510615989515072,0.4536142815335089,0.0005102157592773438,4.634663000000001
